Anmeldedatum;Abgabedatum;JahrAkademisch;Art;Grad;Sprache;Titel;Abstract
05.11.18;10.05.19;2019;intern;Bachelor;DE;DNA als Speichermedium für textuelle Informationen<br>Codierungsmethoden und experimentelle Ansätze ;Aufgrund des exponentiellen Wachstums aller weltweit erzeugten Daten, steigt der Bedarf an einem Speichermedium mit hoher Speicherkapazität, hoher Speicherdichte und langer Lebensdauer. Die DNA erweist sich als ein potenzielles Medium zur Datenspeicherung. Das Ziel dieser Bachelorarbeit ist, die bereits angewandten Codierungsmethoden für textuelle Informationen auf DNA (Desoxyribonucleinsäure) genauer darzustellen und zu analysieren, ob die DNA als Medium zur Datenspeicherung geeignet ist. Außerdem soll ein Überblick über die experimentellen Ansätze gegeben werden.  <br>Bevor die Codierungsmethoden erläutert werden, werden die theoretischen Grundlagen aufgeführt, um eine angemessene Einführung in das Thema zu erhalten<br>
09.11.18;09.04.19;2019;intern;Bachelor;DE;Inhaltsanalyse von sozialen Beratungsforen mit maschinellen Lernverfahren;Durch soziale Beratungsangebote werden jährlich Tausenden von Menschen bei der Bewältigung persönlicher oder familiärer Probleme geholfen. Neben der traditionellen Beratung stellt hierbei die Online-Beratung eine gute Alternative dar.<br> <br>Diese Arbeit befasst sich mit der Auswertung von Beratungsgesprächen des Online-Beratungsforums der Bundeskonferenz für Erziehungsberatung. Hierbei galt es Methodiken zur Auswertung der unstrukturierten Beratungstexte zu erforschen mit dem Ziel, Ansatzpunkte für Verbesserungen der Beratungsqualität zu ermitteln.<br> <br>Um dies zu erreichen wurden Verfahren aus dem Bereich der maschinellen Textanalyse eingesetzt. Diese Verfahren werden, neben inhaltsanalytischen Grundlagen, zunächst erläutert und anschließend anhand exemplarischer Fragestellungen durchgeführt und ausgewertet. Die Fragestellungen wurden hierbei auf Basis des Beratungsforums der BKE-Elternberatung sowie bestehender Forschungsarbeiten abgeleitet. <br> <br>Die Mehrheit der untersuchten Fragestellungen konnten, unter Einsatz von computergestützten Wörterbuchsuchen, Lesbarkeitsformeln und Vektorraummodellen, erfolgreich beantwortet und die eingesetzten Methodiken evaluiert werden. <br> <br>Ein besonderes Augenmerk lag bei dieser Arbeit auf der Feststellung von Konversationsphasen in den Forenbeiträgen. Hierbei wurde ein Konversationsphasenmodell anhand des Forums abgeleitet und der Versuch unternommen dieses in den, durch ein unüberwachtes Lernverfahren, bestimmten Konversationsphasen festzustellen.
13.11.18;22.04.19;2019;intern;Bachelor;DE;Prototypische Entwicklung eines Logistik-Sprachassistenten für ein Luftfahrtunternehmen;"This bachelor thesis describes the design and a prototypical implementation of a speech assistant for Lufthansa Technik. The implementation of the interface between in-house logistics and the company's cross-company customers is examined using a system for processing natural language called Dialogflow as an example.<br><br>After considering the basics of ""Natural Language Processing?, a general introduction to speech dialogue systems as well as the design of language assistants, I discuss the requirements of the considered assistant in detail. The scenarios relevant to Lufthansa Technik are analyzed in detail both functionally and non-functionally.<br><br>The implemented prototype of the speech assistant was created using Dialogflow, a Google deep learning platform for conversational communication and Natural Language Processing. In addition to describing the design and implementation of the assistant, I also explain key features of the software architecture of Dialogflow and the related frameworks Firebase and Node.js.<br><br>An evaluation was undertaken at Lufthansa Technik to show the strengths and weaknesses of the realization. I finish my thesis with some considerations about possible technical alternatives according to the present realization."
14.11.18;23.04.19;2019;intern;Master;EN;Drone Based 3D Reconstruction of Buildings Using SLAM;The goal of this master's thesis is to create three-dimensional reconstructions of buildings based on drone video recordings. For this purpose, simultaneous localization and mapping (SLAM) algorithms are used. LSD-SLAM is used as direct method and ORB-SLAM as feature-based method. <br>Using a presented processing pipeline, three-dimensional objects with a predominantly closed surface can be extracted and reconstructed from the input data. The pipeline consists of image preprocessing, the application of SLAM and post-processing the resulting point clouds using filters, sampling methods and surface reconstruction methods.<br>For high-quality results of ORB-SLAM, an approach for deriving surface textures is presented. The evaluation of data sets recorded under different conditions and from different buildings shows how the algorithms react to specific characteristics of the data sets, especially reflections, monotonous surfaces and strong exposure variations.
14.11.18;17.05.19;2019;intern;Master;DE;Drohnenbasierter Stereo-SLAM;Visual Simultaneous Localization and Mapping (VSLAM) behandelt das Problem, eine räumliche Karte einer unbekannten Umgebung aus Kameraaufnahmen zu erstellen und gleichzeitig die Position der Kamera in dieser Karte zu bestimmen. Ziel der Masterthesis ist es, bestmögliche Gebäuderekonstruktionen mit Hilfe von VSLAM zu generieren, um Wärmeaustritte an Gebäuden lokalisieren und visualisieren zu können. Hierfür wird eine mit einer Stereokamera ausgestattete Drohne verwendet. Neben einer Analyse zum aktuellen Stand der Technik des VSLAM-Problems in Verbindung mit Drohnen, Stereokameras und merkmalsarmen Umgebungen werden ausgewählte VSLAM-Verfahren getestet und evaluiert. Dies geschieht anhand der durch die Stereokamera erzeugten Gebäudeaufnahmen und der resultierenden dreidimensionalen Rekonstruktionen der VSLAM-Methoden mittels Punktwolken. Es erfolgt eine Gegenüberstellung der Ergebnisse dieser VSLAM-Algorithmen. Hierzu werden die Aufnahmen der Stereokamera, die als Eingabe für die VSLAM-Algorithmen dienen, mittels der von der Drohne bereitgestellten Schnittstelle abgegriffen. Die Evaluation der VSLAM-Verfahren hat gezeigt, dass keine brauchbaren Gebäuderekonstruktionen mit den verwendeten Bilddaten generiert werden können. Die Rotationen in den unstabilisierten Aufnahmen der Stereokamera führen zu Problemen bei der Rekonstruktion. <br>
15.11.18;17.06.19;2019;extern;Master;DE;Konzeption und prototypische Implementierung einer Testkette für automatische Abnahmetests innerhalb einer verteilten Anwendungsumgebung;"Das Ziel der vorliegenden Masterarbeit war die Erörterung der Frage, wie Abnahmetests eines komplexen verteilten Systems beschaffen sein müssen, um maximale Ausfallsicherheit und Fehlerfreiheit zu gewährleisten. Ein wesentlicher Fokus lag insbesondere auf der Automatisierung von Testvorgängen bzw. auf der bestmöglichen Einbindung manueller Teilprozesse in automatisierte toolgestützte Workflows. Am Ende der Arbeit ist eine Testkette entstanden, die alle typischen und relevanten Testarten abdeckt und passende Auswertungen für die unterschiedlichen Rollen innerhalb der Projektteams bereithält.<br><br>Für die Klärung, aus welchen konkreten einzelnen Testschritten die final festzulegende Testkette zusammengesetzt sein musste, wurde zuallererst der Begriff des Softwaretests näher beleuchtet und eine geeignete Klassifikation für diesen Terminus vorgestellt. Dabei wurden neben der allgemeinen Klassifikation der Testarten insbesondere auch manuelle und automatisierbare Testarten voneinander abgegrenzt. Da der Testprozess von außen betrachtet jedoch kein losgelöstes, singuläres Ereignis darstellt, sondern Glied einer Softwareproduktionskette ist, war es unabdingbar, auch die vor- und nachgelagerten Prozesse der verschiedenen Testarten zu betrachten. Dabei hat sich das Prinzip des ""DevOps"" als besonders relevant herausgestellt und wurde mit Bezug auf das Thema ""Testen"" im Detail untersucht.<br>[...]"
19.11.18;19.07.19;2019;extern;Master;DE;Konzeption und Entwicklung einer automatisierten Lagerreorganisation im SAP EWM;Die vorliegende Arbeit beschäftigt sich mit der Konzeption und Entwicklung einer automatisierten Lagerreorganisation in SAP EWM. Hierzu wird vorab das Problem der Lagerplatzzuordnung erläutert, um ein einheitliches Verständnis für die anschließende kritische Ist-Analyse zu schaffen. Angesichts der vorhandenen Datenmengen und Datenvielfalt ist die standardmäßige Lagerreorganisation des SAP EWM zu statisch ausgerichtet, um die steigenden Kundenanforderungen an ein Lagerverwaltungssystem zu erfüllen. Es folgt ein Einblick zum aktuellen Stand der Forschung über das Thema Lagerreorganisation und darauf aufbauend eine Konzeption für einen neuen Ansatz im SAP EWM. Dieser beruht auf einer regelmäßigen Produktklassifizierung, womit die Umlagerungsmaßnahmen auf Basis der aktuellen Nachfragehäufigkeit stattfinden. Für die Identifikation der umzulagernden Handling-Units kommt eine mehrdimensionale Bewertungsgrundlage zum Einsatz, die statische und dynamische Parameter, sowie die Profitabilität einer Umlagerung berücksichtigt. Dadurch können eindeutige Empfehlungen zur Umlagerung ausgesprochen werden. Mithilfe eines zweistufigen Optimierungsverfahrens erfolgt die Berechnung der optimalen Umlagerungsroute für die entsprechenden Handling-Units. Zum Abschluss wird die neue Lösung innerhalb einer Simulationsumgebung validiert. Die Ergebnisse zeigen, dass die Lagerreorganisation im Vergleich gegenüber eines normalen Lagerbetriebs eine Reduzierung der Pick-Distanz von bis zu 16% erzielen kann.
23.11.18;04.07.19;2019;intern;Bachelor;DE;Einsatz von Empamos-Spiel-Design-Entwurfsmustern zur Motivationssteigerung im Kontext des agilen Projektmanagements;Abstract<br><br>Motivation ist ein wichtiger Antrieb für Handlungen. Gamification versucht Motivation gezielt zu erzeugen und zu steuern, um somit Personen gezielt zu Handlungen zu bewegen. In dem Empamos-Projekt der TH Nürnberg wird eine Pattern-Language entwickelt, welche eine Hilfestellung geben möchte, um ein Gamification Konzept zu erstellen. Das Ziel dieser Arbeit ist es, den Arbeitsstand der Pattern-Language im Kontext zu den agilen Projektmanagementmethoden Kanban und Scrum anzuwenden. Die beiden agilen Projektmanagementmethoden besitzen bereits Gamification- Elemente sowie motivationale Defizite. Ich habe Die Pattern durch eine Analyse erarbeitet. Eine Auswahl an Defiziten habe ich mittels Interviews identifiziert. Anhand der Patterns wurden Ansätze erarbeitet, um die Defizite durch geeignete Erweiterung mit neuen Pattern abzubauen. <br>Ich habe in Kanban 27 und in Scrum 31 Pattern identifiziert. Aus den Interviews habe ich neun Defizite extrahiert. Zu sieben dieser neun Defizite kann der Arbeitsstand der Pattern-Language Ansätze geben, um sie abzubauen.<br>
27.11.18;27.04.19;2019;intern;Bachelor;DE;Analyse von Stellenanzeigen für Informatik-Absolventen mit Machine Learning;Die Stellenanzeigensuche in Onlinejobbörsen ist oftmals sehr zeitintensiv. Einen Filter für Absolventen gibt es nur bei einigen wenigen Jobbörsen und diese sind unzureichend umgesetzt. Die Schwierigkeiten bei der Stellenanzeigentextanalyse und -verarbeitung sind beispielsweise Mehrdeutigkeit, unterschiedliche Formatierung und Strukturierung. In dieser Arbeit werden die Klassifikation und die Cluster-Analyse aus Machine Learning auf die Stellenanzeigentexte angewendet. Der Klassifikator soll anhand der Stellenanzeigentexte eines typischen Jobs für Informatiker die Stellenanzeigen für Einsteiger und für Berufserfahrene klassifizieren. Aus drei Klassifikatoren hat der beste Klassifikator eine Korrektklassifizierungsrate von 91%. Zusätzlich werden eine Reihe von Datenanalysen durchgeführt und die Ergebnisse visualisiert dargestellt.
27.11.18;27.04.19;2019;extern;Bachelor;DE;Entwicklung eines Textanalysealgorithmus zur systematischen Sammlung von Bedrohungsmeldungen über Third-Party-Software im Internet;Im Bereich der Softwareentwicklung stellen Sicherheitslücken ein großes Risiko dar. Um dieses Risiko zu minimieren werden in sogenannten Software-Schwachstellen-Datenbanken offiziell anerkannte Sicherheitslücken gespeichert. Oft kursieren allerdings im Vorfeld schon Meldungen von Schwachstellen im Internet. So werden auch Personen auf diese aufmerksam, welche durch Ausnutzung der Sicherheitslücke nicht autorisierten Zugriff auf Daten erhalten können. Mit dem Problem der frühzeitigen Veröffentlichung von Software-Sicherheitslücken, beschäftigt sich die vorliegende Arbeit. Es wurde ein Textanalysealgorithmus entwickelt, welcher die wesentlichen Informationen aus offiziellen und inoffiziellen Software-Schwachstellen-Quellen kombiniert. Dabei wurden zunächst unterschiedliche Software-Sicherheitslücken-Quellen analysiert. Als repräsentativste Datenquellen haben sich dabei die NVD von NIST, das Online-Magazine heise und der Software Hersteller Microsoft herausgestellt. Darüber hinaus wurde ermittelt, welche Metadaten für die Erfassung von Sicherheitslücken relevant sind. Für die Unterscheidung zwischen Software-Schwachstellen-Meldungen und sonstigen Bekanntmachungen wurde der Textanalyseanalysealgorithmus um einen Klassifikator erweitert. Neben dem Naive Bayes Klassifikator wurde auch der Support Vector Machine Klassifikator umgesetzt. Für die Trennung der Meldungen erwieß sich der SVM als effektiver.
27.11.18;17.04.19;2019;extern;Bachelor;DE;Identifizierung und Analyse von verwendeter Third-Party-Software eines Unternehmens und<br>Entwicklung eines Tools zur automatisierten Benachrichtigung beim Bekanntwerden von<br>Sicherheitslücken;Software besteht zu einem großen Teil aus Komponenten, die von Drittanbietern stammen. Dies führt zwar zu einer Kosten- und Zeitersparnis, birgt aber auch viele Risiken. So ist durch eine Sicherheitslücke in einer Komponente die komplette Software gefährdet. Um dieses Risiko zu mindern, wird für ein IT-Unternehmen ein Tool entwickelt, welches im Internet nach Sicherheitslücken von Softwarekomponenten sucht und Mitarbeiter benachrichtigen kann. Dabei soll gezielt nur externe Software untersucht werden. Dazu wird die folgende Forschungsfrage gestellt: Wie kann man Third-Party-Software in Projekten identifizieren?<br><br>Um diese Forschungsfrage zu beantworten, ist eine Befragung durchgeführt worden, die sich an die Projektleiter von Kundenprojekten richtete. Die Antworten sollten Aufschluss darüber geben, welche Vorgehensweise sich am besten für die Identifizierung von Fremdsoftware eignet. Die Ergebnisse zeigten, dass in jedem Projekt die Dokumentation und Speicherung von Fremdsoftware unterschiedlich erfolgt.<br>So mussten verschiedene Wege erarbeitet werden, wie Fremdsoftware aus Repositories herausgelesen werden kann.<br>Anschließend konnte ein Algorithmus entwickelt werden, welcher für jede Fremdsoftware im Internet nach Sicherheitslücken sucht. Ist eine Sicherheitslücke vorhanden, wird der Projektleiter des betroffenen Projekts per E-Mail benachrichtigt.<br>Dazu wurden weitere Algorithmen entwickelt, die sich mit der Beschaffung von Mitarbeiter- und Projektinformationen beschäftigen.
28.11.18;26.04.19;2019;intern;Bachelor;DE;Konzeption und prototypische Implementierung eines OpenID Connect Identity Provider unter Verwendung der W3C WebAuthn API zur passwortlosen Authentifizierung;Das Ziel der vorliegenden Arbeit war der Entwurf eines OpenID Connect Identity Providers mit einer passwortlosen Authentifizierung auf Basis der W3C WebAuthn API und dessen anschließende Validierung durch eine prototypische Implementierung. Hierfür wurde zunächst die Entwicklung eines Konzepts zur Komposition der Technologien, dem OAuth 2.0 Protokoll mit der Authentifizierungsschicht OpenID Connect und der W3C WebAuthn API, benötigt. Des Weiteren mussten Konzepte für die Realisierung der funktionalen Bestandteile des Identity Providers entwickelt werden. Hierzu wurden nach Vorüberlegungen und der Beschreibung von Anwendungsszenarien die Definition der funktionalen und nicht-funktionalen Anforderungen an den zu konzeptionierenden Identity Provider durchgeführt. Im Anschluss wurde die Konzeption der Komposition der Technologien sowie der weiteren funktionalen Bestandteile des Identity Providers durchgeführt und somit deren theoretische Realisierbarkeit gezeigt.<br><br>Im Rahmen der folgenden prototypischen Implementierung wurde nach der Evaluation von bestehenden PHP-Bibliotheken der Entwurf des Identity Providers durchgeführt und durch die anschließende Implementierung die praktische Realisierbarkeit des konzeptionierten Identity Providers belegt.<br><br>Durch die abschließende Evaluation des Prototyps wurde die vollständige Erfüllung der initial definierten Anforderungen und im Rahmen der Validierung die Erfüllung der Erwartungen an die Sicherheit und Effizienz festgestellt. 
28.11.18;20.05.19;2019;intern;Bachelor;DE;Der Chatbot als Assistent für den Konsumenten im stationären Einzelhandel:<br>Konzeption und prototypische Implementierung<br>;Viele Kunden nutzen während des Einkaufs in einem Laden ihr Smartphone, um sich über die dort angebotenen Produkte zu informieren und bessere Kaufentscheidungen treffen zu können. Im Hinblick darauf ist das Ziel dieser Arbeit, einen prototypischen Einkaufsassistent-Chatbot zu entwickeln, der die selbstständige Informationsbeschaffung der Kunden erleichtern und sie beim Einkauf unterstützen kann. Hierfür wird zunächst ein Konzept des Chatbots erstellt und anhand dessen ein Prototyp implementiert.<br>Mithilfe eines Nutzertests und einer Umfrage wird schließlich die Nutzerfreundlichkeit und das Interesse an dieser Technologie ermittelt. Die Evaluation der Ergebnisse zeigt, dass ein Großteil der Probanden diesen Chatbot zur Hilfe beim Einkauf nutzen würde. Weiterhin konnten Verbesserungspotenziale identifiziert werden, die bei einer Weiterentwicklung des Chatbots zu berücksichtigen sind.
29.11.18;14.03.19;2019;intern;Bachelor;DE;Routenoptimierung für ein autonom fahrendes Segelboot - Implementierung und Validierung geeigneter Algorithmen;
29.11.18;14.03.19;2019;extern;Bachelor;DE;"Design und Implementierung eines Continuous Integration Prozesses für die Business-Intelligence-Software ""QlikView""";In modernen Unternehmen zählen Kennzahlen als wichtiges Steuerungsinstrument. Bei DATEV kommt hier unter anderem die Software QlikView zum Einsatz. In verschiedenen Abteilungen entstehen Statistiken über CPU-Verbräuche, Auslastungen und weitere wichtige Zahlen. Dabei läuft das Testen, Sichern alter Softwarestände der QlikView-Applikationen und das Bereitstellen auf der zentralen Serverplattform noch weitgehend von Hand. Mit Hilfe eines Continuous Integration Prozesses soll die Arbeit der QlikView-Entwickler zukünftig gestützt werden. Durch die Verwaltung der Sourcen in einer zentralen Verwaltung, sowie nachgelagerten, automatisierten Build-Abläufen werden die verschiedensten Auswertungen in einem zu definierenden CI-Prozess erzeugt und auf die entsprechenden Server geschoben. Die für den vollständigen Ablauf erforderlichen Skripte werden erstellt, getestet und auf ein geeignetes System übertragen.<br>Mit diesem Konzept wird die Grundlage für einen automatisierten und erweiterbaren Prozess geschaffen, die die Zeit bis zur Veröffentlichung einer neuen Version verkürzt und dynamische Anpassungen auf Basis des Source Code ermöglicht.
29.11.18;29.07.19;2019;extern;Master;DE;Modellierung und Implementierung eines Event-Mechanismus in einem verteilten Software-Framework<br>zur Testautomatisierung;Ziel dieser Arbeit war es, einen Event-Mechanismus zu entwerfen und prototypisch zu<br>implementieren, der die Verarbeitung von Ereignissen durchgehend in allen Teilen der<br>vorhandenen Testautomatisierungsoftware eines PROFINET-Stacks ermöglicht. <br>Diese Software wird verwendet, um einen PROFINET-Stack auf einer verteilten Testanlage,<br>bestehend aus mehreren Test-PCs und PROFINET Hardware, zu verifizieren.<br>Die Testautomatisierung besteht aus mehreren Servern und einem Client, welcher sich auf die<br>Test-PCs der Testanlage verbindet. Aktuell initiiert immer der Client die Kommunikation mit den Servern, was dazu führt, dass die Informationen, welche der Client hält, nicht immer die aktuellen Ereignisse<br>auf den Servern widerspiegeln, weswegen die Eventverabeitung implementiert werden soll.<br>Diese Arbeit entwickelt ein Konzept zur Verarbeitung von Ereignissen<br>in einem verteilten System und setzt diese anschließend prototypisch um.<br>Dieser Prototyp bildet die Grundlage für weitere Entwicklungen.<br>Durch Einführung dieses Event-Mechanismus können nun relevante Informationen<br>an interessierte Teilnehmer verteilt werden, ohne diese Information abfragen zu müssen.<br>Da sich die Anforderungen an Tests des PROFINET-Stacks kontinuierlich ändern, wurde darauf<br>geachtet, dass es einfach ist, auch neue unbekannte Eigenschaften zu überwachen.
30.11.18;14.03.19;2019;intern;Bachelor;DE;Untersuchung maschineller Lernverfahren für Frage-Antwort-Systeme;Frage-Antwort-Systeme sind eine spezialisierte Form von Information Retrieval-Systemen, deren Aufgabe es ist, in natürlicher Sprache gestellte Fragen zu beantworten. In dieser Arbeit wird aufgezeigt, wie diese Systeme aufgebaut sind, klassifiziert werden können und welche Ansätze für die Erstellung eines solchen Systems existieren. Insbesondere der Ansatz des maschinellen Lernens hat in den letzten Jahren deutlich an Bedeutung gewonnen, sodass diese Verfahren genauer untersucht wurden. Dafür wurden das Dynamic Memory Network und die Bidirectional Encoder Representations From Transformers analysiert und auf Basis dieser Modelle eigene Frage-Antwort-Systeme erstellt und evaluiert. Die untersuchte Implementierung des Dynamic Memory Networks erreichte in diesem Versuch lediglich eine Genauigkeit von etwa 45-55% Prozent bezüglich des bAbI-Datensatzes und erwies sich damit als nicht praktikabel. Das System mit Bidirectional Encoder Representations From Transformers hingegen erreicht SQuAD-Werte von bis zu 90%. Durch das multilinguale Modell ist dieses System auch in der Lage, die meisten deutschen Fragen zu beantworten. Aufgrund der Architektur und des Fine-Tunings anhand des SQuAD-Datensatzes funktioniert dieses Modell allerdings nur zuverlässig für Fließtexte und Fragen, deren Antworten sich im Text befinden.
01.12.18;01.05.19;2019;extern;Bachelor;DE;Analyse und Integration des iiRDS Standards zum Austausch intelligenter Informationen in der Technischen Dokumentation;"Zur kontextbezogenen Verteilung von Informationen wird ein für Maschinen lesbarer Kontext benötigt. Für die Beantwortung der Frage wie ein solcher Kontext beschrieben und mit der zugehörigen Information verknüpft werden kann, gibt es verschiedene Lösungsansätze. Im Teilbereich ""Content Delivery"" aus der Technischen Dokumentation wurde zu diesem Zweck der intelligent information Request and Delivery Standard (iiRDS) konzipiert. In dieser Arbeit soll geklärt werden, wie der iiRDS in bereits bestehende Software aus dem Bereich ""Content Delivery"" integriert werden kann. Zunächst definiert der iiRDS ein Vokabular zur Kennzeichnung von Inhalten mit Metadaten. Außerdem wird im iiRDS ein Paketformat definiert, das es erlaubt Inhalte mit den zugehörigen Metadaten zusammen zu verteilen. Um die Verwendung des iiRDS evaluieren zu können, wurde der SCHEMA ContentDeliveryServer (CDS) um einen Import für iiRDS-Datensätze erweitert. Diese Erweiterung ermöglicht es die Daten aus dem Paketformat des iiRDS in das Format des CDS zu überführen und den resultierenden CDS-Datensatz hochzuladen. Anschließend wurden einige Testdatensätze importiert und das Ergebnis des Imports analysiert. So konnten im Test alle Metadaten aus den iiRDS-Datensätzen ohne Verlust in den CDS übertragen werden. Diese Übertragung erfolgt anhand einer vom Nutzer des CDS vorher festgelegten Zuordnung. Der iiRDS konnte dabei allen Anforderungen aus der Technischen Dokumentation gerecht werden."
01.12.18;30.04.19;2019;extern;Bachelor;DE;Design eines Benutzer-Lifecycle-Prozesses mit Microsoft Identity Manager für Verzeichnisdienste;In der IT-Infrastruktur des Unternehmens DATEV eG existieren mehrere, voneinander unabhängige Verzeichnisdienste. Diese stehen administrierten Ressourcen, wie beispielsweise Computern und Benutzern, als Identitäts- und Authentifizierungsdienst zur Verfügung. Die Ressourcen werden in Gruppen verwaltet. Um den manuellen Aufwand der Synchronisation der Verzeichnisdienste zu reduzieren sowie einen durchgängigen Ressourcen-Lebenszyklus zu gewähren, wird ein Prozess konzipiert, welcher eine automatisierte Übertragung von Ressourcen und Gruppen ermöglicht. Dieser Ablauf wird anhand des Benutzermanagements und einer prototypischen Umsetzung evaluiert. Die Verwaltung von Benutzerobjekten umfasst neben der Übertragung von Attributen auch die Anlage, Aktualisierung sowie Löschung oder Deaktivierung. Bei der prototypischen Implementierung wird das Tool Microsoft Identity Manager analysiert und bewertet.
03.12.18;03.05.19;2019;extern;Bachelor;DE;Implementierungsanalyse ausgewählter Augmented-Reality Smart Glasses (ARSG) mit anschließender Konzeption und Realisierung einer Anbindung zu bereits vorhandenen, individuellen Webanwendungen über einen REST-Service;Die vorliegende Bachelorarbeit beinhaltet die Implementierungsanalyse ausgewählter Augmented Reality Smart Glasses (ARSG) mit anschließender Konzeption und Realisierung einer Anbindung zu bereits vorhandenen, individuellen Webanwendungen über einen REST-Service. Bei dieser Arbeit wird die Automotive-Branche in den Fokus genommen. Dementsprechend werden Erklärungen und Beispiele innerhalb eines Produktionswerkes stattfinden. In diesen Stätten werden alle laufenden, wie auch fehlerhaften Prozesse auf wenigen Monitoren dargestellt. Um als Mitarbeiter den aktuellen Stand der Prozesse einsehen zu können, muss dieser in regelmäßigen, zeitlichen Abständen den momentanen Arbeitsplatz verlassen, um auf einen der Monitore blicken zu können. Der Einsatz von ARSG soll den Aufwand verringern und einen zeitlichen Vorteil verschaffen. Dies schafft eine Möglichkeit mobil und mit möglichst geringer Ablenkung die fehlerhaften Prozesse unverzüglich angezeigt zu bekommen. Dadurch können ohne Umwege Gegenmaßnahmen eingeleitet werden. Das Ergebnis der Bachelorarbeit wird mit ausgewählten Mitarbeitern der Produktionsstätte eines namhaften Automotive-Unternehmens getestet. Es wird anschließend eine Evaluation stattfinden.
03.12.18;11.03.19;2019;intern;Bachelor;DE;Beschreibung und strukturierte Darstellung aktueller Trends im Bereich Lernende Organisationen;Lernende Organisation beziehungsweise organisationales Lernen sind Teil der erweiterten verhaltenswissenschaftlichen Entscheidungstheorie, die zu den Organisationstheorien zählt. Organisationales Lernen beschäftigt sich damit, wie der Wissenserwerb in Unternehmen umgesetzt werden kann. Als Möglichkeiten hierfür kommen unter anderem das Change- und Wissensmanagement in Frage. Als unterstützende Lernmethoden können Storytelling und Gamification genutzt werden. Ein möglicher Lerngegenstand, der mit den genannten Lernmethoden vermittelt werden könnte, ist Corporate Social Responsibility (CSR), die derzeit kulturellen Wandel in den Unternehmen nötig macht. CSR ist deshalb ein zentrales Thema in Organisationen, weil für Verbraucher wie auch Mitarbeiter Nachhaltigkeit in sozialer, ökonomischer und ökologischer Form ein zentrales Anliegen bildet.
06.12.18;13.05.19;2019;intern;Bachelor;DE;Analyse und Auswertung von Stellenausschreibungen durch Methoden des maschinellen Lernens;Mit der Hochschul-Jobbörse stellen mittlerweile 15 Partnerhochschulen in Bayern eine Online-Plattform für Stellenanzeigen zur Verfügung, um Studierende, Absolventinnen, Absolventen sowie Alumni mit erster Berufserfahrung und Unternehmen für beide Seiten gewinnbringend zusammen zu führen. Das Archiv der Hochschuljobbörse, beinhaltet eine Sammlung der ausgeschriebenen Stellenanzeigen jeder teilnehmenden Hochschule, der letzten Jahre. Ziel dieser Bachelorarbeit ist es herauszufinden welche Informationen sich durch Anwendung von maschinellen Lernalgorithmen und regelbasierten Analyseverfahren aus den Stellenanzeigen der Hochschuljobbörse gewinnen lassen. Dafür wird zunächst durch statistische Analyse der Jobtitel geprüft, welche Berufsklassen in den Datensätzen vorkommen. Anschließend werden die Stellenausschreibungen durch überwachte Lernverfahren den jeweiligen Berufsklassen zugeteilt. Aus den klassifizierten Stellenanzeigen werden dann die Qualifikationsanforderungen extrahiert und zum Schluss in Kategorien eingeteilt. Das Ergebnis der durchgeführten Analyse der IT-Stellenanzeigen sind Kompetenzprofile der jeweiligen Berufsklassen, die eine Übersicht über die am häufigsten genannten Anforderungen in den untersuchten Stellenanzeigen geben. 
11.12.18;10.05.19;2019;intern;Bachelor;DE;Benutzerschnittstelle zur Visualisierung von Gesichtserkennungsverfahren;Im Rahmen dieser Bachelorarbeit soll eine Benutzerschnittstelle zur Visualisierung<br>von Gesichtserkennungsverfahren entwickelt werden. Diese soll beispielsweise<br>in Lehrveranstaltungen zum Einsatz kommen, um die Funktionsweise<br>der Verfahren zu veranschaulichen. Das zu entwickelnde Tool soll<br>bereits trainierte künstliche neuronale Netze einbinden können. Es soll darüber<br>hinaus möglich sein, Bilder von Gesichtern einzulesen, zu verwalten, mit<br>Labeln (Namen bzw. Farben) zu versehen sowie den Abstand der Gesichter<br>im Merkmalsraum zu visualisieren. Hierfür soll das Verfahren T-distributed<br>Stochastic Neighbor Embedding (t-SNE) zum Einsatz kommen.<br>Bei dem Verfahren werden hochdimensionale Daten in zwei- oder mehrdimensionalen<br>Räumen abgebildet ohne dabei die Struktur der Daten zu verändern,<br>was eine hohe Nachvollziehbarkeit für das menschliche Auge ermöglicht.<br>Auf diese Weise kann man Ähnlichkeiten zwischen Gesichtern optisch<br>demonstrieren.<br>Innerhalb der Fakultät Informatik werden verschiedene Betriebssysteme<br>eingesetzt, daher sollte die Anwendung möglichst plattformunabhängig sein.
13.12.18;08.05.19;2019;extern;Bachelor;EN;Extraction, processing and visualization of real estate relevant information from planning permits <br>Part 1: Concept and development of a text-mining pipeline;Abstract<br><br>For developing a prototype which illustrates building developments in cities it is beneficial to extract relevant information automatically from planning permissions which are published on the websites of local authorities.<br>In this thesis, we describe text mining approaches of automatically identifying information in building permits such as postal addresses, permission date, file number and types of building developments. Our text mining pipeline is integrated by rule-based and machine-learning extraction method. By applying gazetteer, regular expression and syntactic rules, rule-extraction is accomplished. In machine-learning extraction, we use NER model from spaCy and trained it for our specific real-estate scenario.<br>The result of this pipeline will be used as input of visualization component which based on Geo-Framework like Google maps. <br>
